sex,diversity,legacy,SAT,GPA,extracurricular,TOEFL,AP,letterScore,subject,group,C_SAT,C_GPA,C_extracurricular,C_TOEFL,C_AP,C_letterScore,C_subject,admission
F,W,N,1274.696,3.208,9,80.776,8,0.771,3,FWN0110101,0,1,1,0,1,0,1,Y
F,I,N,1006.933,2.035,8,72.204,5,0.357,0,FIN0010000,0,0,1,0,0,0,0,Y
F,W,N,1251.161,3.622,7,98.98,3,0.23,0,FWN0110000,0,1,1,0,0,0,0,Y
F,A,Y,1228.246,2.282,9,66.567,2,0.391,3,FAY0010001,0,0,1,0,0,0,1,N
F,A,N,1818.569,2.456,7,66.976,17,0.661,1,FAN0010100,0,0,1,0,1,0,0,Y
M,W,N,594.345,1.168,4,78.35,2,0.99,2,MWN0000010,0,0,0,0,0,1,0,Y
M,W,Y,797.734,3.501,1,70.79,1,0.019,4,MWY0100001,0,1,0,0,0,0,1,Y
M,A,N,1572.503,2.32,6,65.263,1,0.388,4,MAN0010001,0,0,1,0,0,0,1,Y
M,A,N,1101.791,2.123,4,72.608,9,0.764,4,MAN0000101,0,0,0,0,1,0,1,Y
M,W,N,638.192,1.489,5,106.224,9,0.201,3,MWN0011101,0,0,1,1,1,0,1,Y
M,O,N,900.724,2.691,2,59.543,2,0.4,2,MON0000000,0,0,0,0,0,0,0,Y
F,W,N,1161.754,2.241,7,70.425,0,0.794,1,FWN0010000,0,0,1,0,0,0,0,Y
M,A,N,1363.889,3.671,6,71.908,1,0.586,1,MAN0110000,0,1,1,0,0,0,0,Y
F,W,N,1210.528,3.2,1,111.934,7,0.097,0,FWN0101000,0,1,0,1,0,0,0,Y
F,W,N,1466.08,2.893,0,100.001,3,0.476,1,FWN0001000,0,0,0,1,0,0,0,N
M,B,N,1140.255,1.982,6,91.778,23,0.241,3,MBN0010101,0,0,1,0,1,0,1,N
M,W,N,1101.908,0.834,7,90.456,3,0.989,3,MWN0010011,0,0,1,0,0,1,1,Y
M,I,N,817.612,2.839,9,73.351,0,0.181,0,MIN0010000,0,0,1,0,0,0,0,N
F,W,N,1451.126,2.063,7,71.313,3,0.804,3,FWN0010001,0,0,1,0,0,0,1,N
M,W,N,728.215,2.808,5,98.585,37,0.681,2,MWN0010100,0,0,1,0,1,0,0,Y
M,W,N,1445.584,2.185,2,73.881,8,0.869,1,MWN0000100,0,0,0,0,1,0,0,Y
M,A,N,928.944,1.512,2,60.092,6,0.391,2,MAN0000000,0,0,0,0,0,0,0,N
F,W,Y,1352.274,1.796,1,104.929,1,0.288,2,FWY0001000,0,0,0,1,0,0,0,Y
F,W,N,1595.264,3.062,0,63.396,0,0.651,4,FWN0100001,0,1,0,0,0,0,1,N
F,A,N,1480.602,2.175,7,66.797,27,0.603,3,FAN0010101,0,0,1,0,1,0,1,N
F,W,N,1034.272,2.464,7,89.73,29,0.132,3,FWN0010101,0,0,1,0,1,0,1,N
F,O,N,1235.271,3.396,6,78.082,5,0.913,0,FON0110010,0,1,1,0,0,1,0,Y
F,W,N,432.805,2.762,8,110.024,9,0.897,3,FWN0011101,0,0,1,1,1,0,1,N
F,B,Y,693.94,2.518,7,83.581,1,0.286,2,FBY0010000,0,0,1,0,0,0,0,N
F,A,N,1282.607,2.991,8,64.907,1,0.971,1,FAN0010010,0,0,1,0,0,1,0,Y
M,A,Y,1312.1,2.368,1,69.059,3,0.799,1,MAY0000000,0,0,0,0,0,0,0,Y
M,A,Y,808.863,3.303,7,70.821,7,0.043,0,MAY0110000,0,1,1,0,0,0,0,N
M,A,Y,933.168,2.078,8,73.216,1,0.763,2,MAY0010000,0,0,1,0,0,0,0,Y
F,I,N,1116.918,1.832,1,73.323,3,0.316,1,FIN0000000,0,0,0,0,0,0,0,N
F,W,N,1038.474,3.132,3,58.153,1,0.608,1,FWN0100000,0,1,0,0,0,0,0,Y
F,A,Y,829.197,3.33,5,67.34,2,0.682,4,FAY0110001,0,1,1,0,0,0,1,N
F,B,Y,1688.993,2.758,0,80.851,9,0.729,4,FBY0000101,0,0,0,0,1,0,1,Y
M,B,N,1102.54,1.897,2,96.732,8,0.995,3,MBN0000111,0,0,0,0,1,1,1,Y
M,A,N,966.623,2.117,9,63.233,4,0.733,2,MAN0010000,0,0,1,0,0,0,0,N
M,W,N,1109.296,1.915,2,84.878,4,0.489,0,MWN0000000,0,0,0,0,0,0,0,Y
M,O,N,1516.296,1.985,8,63.027,2,0.886,0,MON0010000,0,0,1,0,0,0,0,N
M,W,N,1178.686,1.891,9,58.002,4,0.166,0,MWN0010000,0,0,1,0,0,0,0,N
F,W,N,1238.145,2.889,8,54.501,1,0.609,4,FWN0010001,0,0,1,0,0,0,1,Y
M,W,N,890.113,2.007,2,90.182,4,0.011,2,MWN0000000,0,0,0,0,0,0,0,Y
M,W,N,1250.748,1.722,6,108.324,0,0.526,0,MWN0011000,0,0,1,1,0,0,0,Y
F,W,Y,1059.207,2.024,9,63.147,2,0.887,1,FWY0010000,0,0,1,0,0,0,0,N
F,W,Y,875.214,2.446,9,110.377,1,0.447,3,FWY0011001,0,0,1,1,0,0,1,N
F,A,N,1666.589,1.875,7,64.844,7,0.503,1,FAN0010000,0,0,1,0,0,0,0,Y
M,W,N,880.29,3.174,2,61.777,1,0.538,4,MWN0100001,0,1,0,0,0,0,1,N
M,H,N,1105.967,3.186,0,94.71,3,0.406,0,MHN0100000,0,1,0,0,0,0,0,N
F,O,N,1598.882,3.45,2,61.576,2,0.832,1,FON0100000,0,1,0,0,0,0,0,Y
M,I,N,963.579,2.004,7,85.221,0,0.653,3,MIN0010001,0,0,1,0,0,0,1,N
F,W,N,1626.519,2.911,3,92.032,4,0.693,0,FWN0000000,0,0,0,0,0,0,0,Y
M,A,N,1086.182,2.421,9,72.402,7,0.375,3,MAN0010001,0,0,1,0,0,0,1,N
F,A,N,1218.278,3.258,3,73.672,9,0.565,3,FAN0100101,0,1,0,0,1,0,1,Y
M,W,N,620.484,2.831,7,47.161,8,0.093,3,MWN0010101,0,0,1,0,1,0,1,Y
M,W,N,935.616,1.914,4,69.159,1,0.76,0,MWN0000000,0,0,0,0,0,0,0,Y
M,B,N,831.041,2.445,9,84.676,3,0.877,3,MBN0010001,0,0,1,0,0,0,1,Y
M,A,N,1285.919,2.685,3,71.354,2,0.656,1,MAN0000000,0,0,0,0,0,0,0,N
F,H,N,1025.891,1.66,9,103.584,2,0.59,3,FHN0011001,0,0,1,1,0,0,1,Y
M,B,N,1311.891,2.877,5,93.083,4,0.349,0,MBN0010000,0,0,1,0,0,0,0,N
F,W,N,1212.334,1.908,4,60.551,6,0.278,1,FWN0000000,0,0,0,0,0,0,0,Y
F,W,N,1345.939,1.89,5,75.018,13,0.201,2,FWN0010100,0,0,1,0,1,0,0,Y
M,W,N,814.739,2.408,2,114.838,16,0.96,4,MWN0001111,0,0,0,1,1,1,1,Y
M,I,N,972.965,1.949,8,104.86,30,0.766,0,MIN0011100,0,0,1,1,1,0,0,Y
M,A,N,856.577,2.064,9,62.586,3,0.792,2,MAN0010000,0,0,1,0,0,0,0,N
F,O,N,1532.084,2.717,3,60.42,24,0.075,3,FON0000101,0,0,0,0,1,0,1,N
M,W,Y,944.116,2.974,1,96.641,9,0.918,2,MWY0000110,0,0,0,0,1,1,0,N
F,O,N,952.585,3.454,9,53.145,5,0.501,4,FON0110001,0,1,1,0,0,0,1,N
M,I,N,514.618,2.65,1,73.81,2,0.334,4,MIN0000001,0,0,0,0,0,0,1,Y
M,W,N,1210.754,1.198,1,61.306,9,0.739,2,MWN0000100,0,0,0,0,1,0,0,Y
M,A,Y,1096.263,2.349,6,68.137,4,0.417,4,MAY0010001,0,0,1,0,0,0,1,Y
M,O,N,940.887,3.094,2,66.774,7,0.666,3,MON0100001,0,1,0,0,0,0,1,Y
F,W,N,1418.366,2.417,1,40.112,27,0.755,3,FWN0000101,0,0,0,0,1,0,1,N
F,W,N,1691.201,1.664,9,60.748,14,0.893,1,FWN0010100,0,0,1,0,1,0,0,Y
M,H,Y,1194.427,2.494,0,105.898,9,0.434,0,MHY0001100,0,0,0,1,1,0,0,Y
F,W,N,949.239,2.568,1,59.989,36,0.578,1,FWN0000100,0,0,0,0,1,0,0,N
M,O,N,1195.543,2.929,7,59.718,1,0.292,0,MON0010000,0,0,1,0,0,0,0,Y
F,W,N,1164.858,3.281,0,45.789,14,0.651,3,FWN0100101,0,1,0,0,1,0,1,N
F,A,N,871.402,2.941,5,68.053,1,0.889,3,FAN0010001,0,0,1,0,0,0,1,N
F,W,N,1302.501,2.471,2,97.599,9,0.727,4,FWN0000101,0,0,0,0,1,0,1,N
F,W,N,1288.581,2.775,2,54.363,6,0.81,0,FWN0000000,0,0,0,0,0,0,0,Y
M,H,N,1016.35,2.29,5,106.058,8,0.829,1,MHN0011100,0,0,1,1,1,0,0,N
M,O,N,1033.879,1.727,6,58.265,9,0.215,1,MON0010100,0,0,1,0,1,0,0,Y
M,A,N,919.516,2.002,5,72.147,8,0.495,0,MAN0010100,0,0,1,0,1,0,0,N
F,A,N,960.949,2.346,6,69.48,4,0.038,1,FAN0010000,0,0,1,0,0,0,0,N
M,O,N,582.533,3.419,7,63.367,4,0.093,3,MON0110001,0,1,1,0,0,0,1,Y
F,W,N,899.823,2.752,4,84.406,7,0.532,1,FWN0000000,0,0,0,0,0,0,0,N
F,W,Y,1225.837,2.302,8,84.587,32,0.4,2,FWY0010100,0,0,1,0,1,0,0,Y
M,O,Y,929.734,2.652,3,57.966,2,0.254,0,MOY0000000,0,0,0,0,0,0,0,Y
F,O,N,1110.884,2.536,8,59.36,9,0.794,2,FON0010100,0,0,1,0,1,0,0,Y
F,I,N,1290.475,3.118,7,69.391,0,0.059,1,FIN0110000,0,1,1,0,0,0,0,N
F,I,N,1398.202,3.564,9,102.749,9,0.816,4,FIN0111101,0,1,1,1,1,0,1,N
F,W,Y,1090.883,2.612,4,59.235,7,0.166,1,FWY0000000,0,0,0,0,0,0,0,N
M,W,N,1077.133,2.835,4,45.507,0,0.016,0,MWN0000000,0,0,0,0,0,0,0,Y
F,W,Y,1330.913,2.903,2,78.003,22,0.952,1,FWY0000110,0,0,0,0,1,1,0,N
M,I,N,928.849,2.273,7,87.811,8,0.109,0,MIN0010100,0,0,1,0,1,0,0,Y
M,A,N,1517.071,2.573,5,66.668,6,0.332,4,MAN0010001,0,0,1,0,0,0,1,N
F,W,N,1111.546,2.332,4,70.762,7,0.623,3,FWN0000001,0,0,0,0,0,0,1,Y
M,W,N,1141.903,2.539,0,91.766,2,0.929,0,MWN0000010,0,0,0,0,0,1,0,Y
M,A,N,967.485,1.275,5,68.551,4,0.146,4,MAN0010001,0,0,1,0,0,0,1,N
F,A,Y,1495.529,2.627,4,66.893,3,0.933,4,FAY0000011,0,0,0,0,0,1,1,N
M,W,N,885.817,2.383,1,77.074,3,0.145,3,MWN0000001,0,0,0,0,0,0,1,Y
M,A,N,494.731,2.556,9,71.191,6,0.782,2,MAN0010000,0,0,1,0,0,0,0,Y
M,W,N,908.89,1.089,1,69.743,7,0.446,4,MWN0000001,0,0,0,0,0,0,1,N
M,W,N,648.854,2.204,6,85.363,2,0.242,1,MWN0010000,0,0,1,0,0,0,0,N
M,W,N,1300.612,3.281,1,86.61,8,0.769,4,MWN0100101,0,1,0,0,1,0,1,N
M,O,N,1114.929,2.011,7,50.03,23,0.78,2,MON0010100,0,0,1,0,1,0,0,Y
M,A,N,819.609,3.167,9,69.859,0,0.7,4,MAN0110001,0,1,1,0,0,0,1,N
F,H,Y,1544.012,2.769,4,95.345,7,0.037,4,FHY0000001,0,0,0,0,0,0,1,N
M,A,N,1029.437,2.471,5,73.551,0,0.972,1,MAN0010010,0,0,1,0,0,1,0,N
F,W,N,1722.559,2.769,4,70.099,1,0.079,4,FWN0000001,0,0,0,0,0,0,1,N
M,A,Y,1202.031,3.242,0,70.793,5,0.777,1,MAY0100000,0,1,0,0,0,0,0,Y
F,I,N,1315.128,2.555,9,63.862,6,0.41,2,FIN0010000,0,0,1,0,0,0,0,N
F,W,N,1288.46,2.357,6,69.724,5,0.917,4,FWN0010011,0,0,1,0,0,1,1,Y
M,H,N,1524.888,2.198,7,106.452,1,0.159,1,MHN0011000,0,0,1,1,0,0,0,Y
F,H,Y,1385.68,3.226,1,94.603,8,0.393,0,FHY0100100,0,1,0,0,1,0,0,N
F,A,Y,662.854,2.281,1,65.386,9,0.006,0,FAY0000100,0,0,0,0,1,0,0,Y
F,B,N,1073.681,1.88,5,87.691,3,0.962,3,FBN0010011,0,0,1,0,0,1,1,Y
M,B,N,1277.26,1.871,8,86.235,1,0.402,0,MBN0010000,0,0,1,0,0,0,0,Y
M,W,N,1182.134,1.522,8,80.146,3,0.76,1,MWN0010000,0,0,1,0,0,0,0,Y
M,B,N,1190.322,2.496,4,89.446,0,0.492,4,MBN0000001,0,0,0,0,0,0,1,Y
M,O,N,767.312,2.8,9,53.084,3,0.342,1,MON0010000,0,0,1,0,0,0,0,Y
M,O,N,1263.386,2.548,2,68.114,0,0.128,4,MON0000001,0,0,0,0,0,0,1,N
F,W,N,689.709,2.698,4,117.811,4,0.909,2,FWN0001010,0,0,0,1,0,1,0,Y
M,I,Y,1544.159,2.63,1,80.27,3,0.721,0,MIY0000000,0,0,0,0,0,0,0,Y
F,O,Y,1305.784,1.975,3,56.886,29,0.532,1,FOY0000100,0,0,0,0,1,0,0,Y
M,A,Y,1047.097,2.019,0,63.196,2,0.25,2,MAY0000000,0,0,0,0,0,0,0,N
F,B,N,1131.462,2.996,8,90.842,0,0.9,0,FBN0010010,0,0,1,0,0,1,0,N
F,W,N,1348.978,2.534,5,87.838,1,0.612,1,FWN0010000,0,0,1,0,0,0,0,N
F,H,N,1249.386,2.928,2,97.407,3,0.196,2,FHN0000000,0,0,0,0,0,0,0,Y
F,B,N,1377.117,2.571,3,82.317,5,0.054,4,FBN0000001,0,0,0,0,0,0,1,Y
F,W,N,1405.826,3.55,0,38.784,6,0.735,4,FWN0100001,0,1,0,0,0,0,1,Y
F,W,N,1493.772,2.683,6,75.361,26,0.942,3,FWN0010111,0,0,1,0,1,1,1,Y
F,B,N,1450.52,1.849,9,83.794,0,0.757,3,FBN0010001,0,0,1,0,0,0,1,Y
F,O,N,1280.839,3.283,1,58.276,3,0.42,0,FON0100000,0,1,0,0,0,0,0,N
F,A,Y,1373.101,2.885,5,69.46,9,0.036,3,FAY0010101,0,0,1,0,1,0,1,Y
M,A,N,1192.433,2.525,1,64.93,9,0.196,0,MAN0000100,0,0,0,0,1,0,0,Y
M,W,Y,999.788,2.865,9,71.501,2,0.372,3,MWY0010001,0,0,1,0,0,0,1,N
F,A,N,1256.75,3.521,3,61.07,8,0.996,1,FAN0100110,0,1,0,0,1,1,0,Y
F,W,N,2215.494,2.291,9,74.067,8,0.552,1,FWN1010100,1,0,1,0,1,0,0,Y
M,W,Y,1103.083,2.622,6,100.647,4,0.031,2,MWY0011000,0,0,1,1,0,0,0,Y
M,B,N,1315.244,2.015,3,88.165,0,0.888,1,MBN0000000,0,0,0,0,0,0,0,N
F,B,Y,1469.821,1.345,9,88.227,9,0.434,3,FBY0010101,0,0,1,0,1,0,1,Y
F,H,N,755.106,2.588,7,108.977,6,0.78,0,FHN0011000,0,0,1,1,0,0,0,N
M,A,N,1176.884,2.026,5,75.747,2,0.661,0,MAN0010000,0,0,1,0,0,0,0,Y
F,H,Y,971.592,3.372,1,94.356,2,0.204,3,FHY0100001,0,1,0,0,0,0,1,Y
M,W,N,933.153,2.978,9,76.911,2,0.574,4,MWN0010001,0,0,1,0,0,0,1,Y
F,W,N,518.177,2.137,5,62.825,9,0.344,1,FWN0010100,0,0,1,0,1,0,0,N
F,H,N,962.155,2.246,6,107.791,6,0.766,2,FHN0011000,0,0,1,1,0,0,0,N
M,O,N,1261.395,2.616,4,65.766,12,0.153,3,MON0000101,0,0,0,0,1,0,1,N
F,A,Y,1431.062,2.177,7,71.286,1,0.926,2,FAY0010010,0,0,1,0,0,1,0,Y
F,W,Y,1139.889,2.614,8,111.175,2,0.888,3,FWY0011001,0,0,1,1,0,0,1,N
M,O,N,654.38,1.145,3,70.619,5,0.694,1,MON0000000,0,0,0,0,0,0,0,N
M,W,N,1398.895,3.425,3,53.429,3,0.104,3,MWN0100001,0,1,0,0,0,0,1,Y
M,B,N,1043.615,0.74,1,101.226,3,0.387,3,MBN0001001,0,0,0,1,0,0,1,Y
F,H,N,1255.509,2.197,9,84.493,4,0.908,4,FHN0010011,0,0,1,0,0,1,1,N
M,O,N,1651.065,3.209,0,46.621,7,0.845,1,MON0100000,0,1,0,0,0,0,0,Y
M,H,Y,997.896,1.998,7,96.965,3,0.349,1,MHY0010000,0,0,1,0,0,0,0,N
M,W,N,701.909,1.954,0,62.354,26,0.059,0,MWN0000100,0,0,0,0,1,0,0,Y
M,A,Y,1221.109,2.918,0,72.859,8,0.811,0,MAY0000100,0,0,0,0,1,0,0,Y
F,A,N,1403.273,2.499,5,71.538,1,0.763,4,FAN0010001,0,0,1,0,0,0,1,Y
M,B,N,894.394,2.272,5,91.213,9,0.594,2,MBN0010100,0,0,1,0,1,0,0,Y
M,A,N,1068.073,2.321,4,65.553,4,0.784,3,MAN0000001,0,0,0,0,0,0,1,N
F,A,N,1309.234,2.173,7,66.952,28,0.606,1,FAN0010100,0,0,1,0,1,0,0,Y
M,A,N,1078.622,1.836,2,64.456,4,0.976,4,MAN0000011,0,0,0,0,0,1,1,Y
M,W,Y,908.864,2.368,0,54.122,0,0.561,1,MWY0000000,0,0,0,0,0,0,0,Y
M,O,Y,1230.994,0.742,9,73.664,9,0.319,1,MOY0010100,0,0,1,0,1,0,0,Y
F,W,N,1022.975,2.742,6,70.949,11,0.461,3,FWN0010101,0,0,1,0,1,0,1,N
F,A,N,1174.911,2.137,5,63.355,8,0.124,4,FAN0010101,0,0,1,0,1,0,1,N
M,O,Y,1439.677,1.035,6,50.542,8,0.789,1,MOY0010100,0,0,1,0,1,0,0,N
F,W,N,1051.395,3.479,6,128.832,5,0.23,0,FWN0111000,0,1,1,1,0,0,0,N
M,B,N,1298.945,1.265,5,93.924,0,0.583,3,MBN0010001,0,0,1,0,0,0,1,Y
M,A,N,1200.047,1.895,3,65.115,1,0.963,3,MAN0000011,0,0,0,0,0,1,1,Y
M,O,N,1491.212,2.392,4,57.922,3,0.215,2,MON0000000,0,0,0,0,0,0,0,Y
M,W,N,677.829,1.304,2,78.518,7,0.32,3,MWN0000001,0,0,0,0,0,0,1,Y
F,W,N,1654.14,2.298,6,98.055,5,0.105,0,FWN0010000,0,0,1,0,0,0,0,Y
M,O,N,725.233,2.587,6,64.348,1,0.759,3,MON0010001,0,0,1,0,0,0,1,N
F,W,N,1295.356,2.456,2,105.232,5,0.671,2,FWN0001000,0,0,0,1,0,0,0,N
F,A,N,1255.949,2.407,0,69.806,0,0.317,0,FAN0000000,0,0,0,0,0,0,0,Y
M,B,N,1224.809,2.455,0,96.815,2,0.301,2,MBN0000000,0,0,0,0,0,0,0,N
M,B,N,500.623,2.231,8,97.129,25,0.885,3,MBN0010101,0,0,1,0,1,0,1,N
M,W,N,176.356,1.553,0,83.383,7,0.174,2,MWN0000000,0,0,0,0,0,0,0,Y
M,W,N,630.812,1.969,5,93.991,0,0.889,1,MWN0010000,0,0,1,0,0,0,0,N
M,B,N,499.655,2.523,9,94.09,0,0.436,2,MBN0010000,0,0,1,0,0,0,0,Y
M,A,N,1065.784,1.96,0,70.589,1,0.19,1,MAN0000000,0,0,0,0,0,0,0,Y
F,H,Y,761.477,3.015,9,108.684,0,0.147,3,FHY0111001,0,1,1,1,0,0,1,Y
M,B,N,746.764,1.633,8,94.936,6,0.861,1,MBN0010000,0,0,1,0,0,0,0,Y
F,A,N,1036.287,2.756,1,69.091,37,0.965,0,FAN0000110,0,0,0,0,1,1,0,N
F,W,N,1026.598,2.713,5,58.688,5,0.54,4,FWN0010001,0,0,1,0,0,0,1,N
M,A,N,1545.456,2.119,0,69.106,11,0.416,3,MAN0000101,0,0,0,0,1,0,1,Y
M,W,N,1010.412,2.827,0,55.311,4,0.143,0,MWN0000000,0,0,0,0,0,0,0,Y
M,O,N,905.994,2.17,6,56.867,4,0.028,4,MON0010001,0,0,1,0,0,0,1,Y
M,W,N,666.356,1.785,1,78.189,2,0.493,3,MWN0000001,0,0,0,0,0,0,1,N
M,W,N,1218.067,2.103,6,107.549,5,0.424,3,MWN0011001,0,0,1,1,0,0,1,Y
F,O,N,1294.534,2.34,8,63.133,4,0.973,4,FON0010011,0,0,1,0,0,1,1,N
M,W,N,823.958,2.396,5,112.625,1,0.972,4,MWN0011011,0,0,1,1,0,1,1,Y
F,A,N,678.181,2.962,0,77.491,3,0.592,2,FAN0000000,0,0,0,0,0,0,0,Y
F,W,Y,1634.296,3.654,0,89.381,1,0.909,0,FWY0100010,0,1,0,0,0,1,0,Y
M,A,N,1126.239,2.263,5,74.419,6,0.718,1,MAN0010000,0,0,1,0,0,0,0,Y
F,W,N,1405.099,3.152,0,91.099,1,0.826,1,FWN0100000,0,1,0,0,0,0,0,N
F,O,N,1748.578,4.221,3,46.154,7,0.804,0,FON0100000,0,1,0,0,0,0,0,N
M,W,N,1621.524,2.749,4,89.899,5,0.245,1,MWN0000000,0,0,0,0,0,0,0,Y
F,A,N,1693.751,3.213,9,75.474,0,0.026,3,FAN0110001,0,1,1,0,0,0,1,Y
F,W,N,1120.389,2.978,2,82.183,5,0.758,1,FWN0000000,0,0,0,0,0,0,0,Y
F,W,Y,1586.315,1.365,7,91.107,2,0.27,0,FWY0010000,0,0,1,0,0,0,0,Y
M,B,N,1124.611,1.675,6,85.244,6,0.615,4,MBN0010001,0,0,1,0,0,0,1,N
M,O,Y,749.438,2.299,1,67.302,4,0.034,0,MOY0000000,0,0,0,0,0,0,0,N
F,I,Y,520.528,2.852,2,83.233,6,0.037,4,FIY0000001,0,0,0,0,0,0,1,N
F,I,N,1222.684,2.055,3,72.654,8,0.202,4,FIN0000101,0,0,0,0,1,0,1,N
F,W,Y,859.131,1.896,8,100.201,4,0.311,1,FWY0011000,0,0,1,1,0,0,0,Y
F,A,Y,1904.134,2.542,7,61.304,2,0.728,2,FAY0010000,0,0,1,0,0,0,0,Y
M,W,N,1186.437,2.502,7,102.348,3,0.591,1,MWN0011000,0,0,1,1,0,0,0,Y
F,W,N,1858.791,2.876,0,90.541,1,0.629,4,FWN0000001,0,0,0,0,0,0,1,Y
F,A,N,858.736,3.161,0,78.007,8,0.985,2,FAN0100110,0,1,0,0,1,1,0,N
F,W,N,493.549,2.774,2,76.633,6,0.998,0,FWN0000010,0,0,0,0,0,1,0,N
F,W,N,1280.412,2.271,6,71.989,7,0.647,1,FWN0010000,0,0,1,0,0,0,0,N
M,W,N,1086.367,2.772,8,56.358,0,0.799,1,MWN0010000,0,0,1,0,0,0,0,N
F,O,N,505.301,2.821,7,66.367,3,0.68,0,FON0010000,0,0,1,0,0,0,0,Y
F,W,N,1432.391,3.051,5,75.968,5,0.974,3,FWN0110011,0,1,1,0,0,1,1,N
M,H,N,1173.612,2.848,4,107.717,5,0.605,4,MHN0001001,0,0,0,1,0,0,1,Y
M,A,N,841.97,2.113,5,70.329,31,0.751,4,MAN0010101,0,0,1,0,1,0,1,Y
F,W,Y,1435.03,2.337,7,70.552,3,0.006,0,FWY0010000,0,0,1,0,0,0,0,N
F,W,N,1017.522,1.666,0,64.587,9,0.487,4,FWN0000101,0,0,0,0,1,0,1,N
F,O,N,1119.29,3.13,0,53.47,4,0.128,0,FON0100000,0,1,0,0,0,0,0,N
M,I,N,1092.952,2.757,3,84.423,5,0.913,0,MIN0000010,0,0,0,0,0,1,0,Y
F,W,N,509.012,2.982,8,70.525,4,0.178,1,FWN0010000,0,0,1,0,0,0,0,Y
M,I,N,841.387,0.519,3,95.967,1,0.288,4,MIN0000001,0,0,0,0,0,0,1,N
F,A,N,1064.267,3.335,7,68.882,1,0.758,2,FAN0110000,0,1,1,0,0,0,0,Y
M,W,N,1171.323,2.202,1,62.824,8,0.618,1,MWN0000100,0,0,0,0,1,0,0,Y
F,W,Y,1273.965,2.748,5,58.7,6,0.94,3,FWY0010011,0,0,1,0,0,1,1,Y
M,W,N,980.63,2.38,6,70.747,4,0.504,1,MWN0010000,0,0,1,0,0,0,0,N
F,A,N,1305.585,3.352,5,63.924,26,0.557,3,FAN0110101,0,1,1,0,1,0,1,N
M,H,Y,849.534,1.983,5,98.149,3,0.934,1,MHY0010010,0,0,1,0,0,1,0,N
M,A,N,1118.698,2.471,1,71.783,9,0.846,4,MAN0000101,0,0,0,0,1,0,1,N
M,B,N,1401.163,2.26,2,91.898,3,0.162,2,MBN0000000,0,0,0,0,0,0,0,Y
F,A,N,1466.932,2.698,6,63.288,7,0.399,1,FAN0010000,0,0,1,0,0,0,0,Y
F,I,N,1060.559,2.953,1,88.105,2,0.895,3,FIN0000001,0,0,0,0,0,0,1,Y
M,W,N,919.689,2.627,6,75.856,6,0.121,2,MWN0010000,0,0,1,0,0,0,0,Y
M,A,Y,1065.676,2.448,2,70.831,7,0.239,1,MAY0000000,0,0,0,0,0,0,0,Y
M,A,N,1148.876,2.191,6,58.998,0,0.753,1,MAN0010000,0,0,1,0,0,0,0,Y
M,A,N,856.249,1.772,4,78.633,2,0.097,4,MAN0000001,0,0,0,0,0,0,1,N
F,W,N,1903.885,2.614,1,91.771,4,0.651,3,FWN0000001,0,0,0,0,0,0,1,N
F,B,Y,1020.469,2.909,8,80.93,10,0.891,4,FBY0010101,0,0,1,0,1,0,1,Y
M,H,N,1379.333,2.794,9,93.851,1,0.523,2,MHN0010000,0,0,1,0,0,0,0,N
F,O,N,1231.084,2.36,2,61.26,3,0.407,2,FON0000000,0,0,0,0,0,0,0,Y
F,A,N,1000.257,2.424,6,71.87,4,0.684,4,FAN0010001,0,0,1,0,0,0,1,Y
F,W,N,1210.872,3.071,8,104.822,4,0.024,0,FWN0111000,0,1,1,1,0,0,0,Y
M,H,N,929.0,3.712,6,103.464,0,0.59,2,MHN0111000,0,1,1,1,0,0,0,N
M,W,Y,1047.432,1.782,4,65.148,4,0.19,4,MWY0000001,0,0,0,0,0,0,1,Y
F,A,N,1615.883,3.245,5,71.614,0,0.038,4,FAN0110001,0,1,1,0,0,0,1,Y
F,A,Y,1394.867,3.116,5,72.733,4,0.654,2,FAY0110000,0,1,1,0,0,0,0,Y
M,B,Y,930.116,2.957,8,91.927,6,0.501,2,MBY0010000,0,0,1,0,0,0,0,N
F,A,N,1229.311,3.303,4,73.521,1,0.197,0,FAN0100000,0,1,0,0,0,0,0,N
M,B,N,833.206,2.036,9,91.346,6,0.705,4,MBN0010001,0,0,1,0,0,0,1,Y
F,H,Y,946.74,3.903,2,96.848,2,0.136,0,FHY0100000,0,1,0,0,0,0,0,Y
F,O,N,1175.454,2.133,8,58.333,8,0.498,1,FON0010100,0,0,1,0,1,0,0,Y
M,B,N,968.597,2.865,5,83.597,5,0.706,1,MBN0010000,0,0,1,0,0,0,0,Y
M,O,N,1038.213,0.606,7,60.058,4,0.29,3,MON0010001,0,0,1,0,0,0,1,Y
F,A,N,1342.9,2.495,1,80.116,5,0.662,4,FAN0000001,0,0,0,0,0,0,1,Y
M,B,N,956.227,3.104,2,83.065,1,0.734,4,MBN0100001,0,1,0,0,0,0,1,Y
M,A,N,968.64,3.605,9,68.808,1,0.319,2,MAN0110000,0,1,1,0,0,0,0,Y
F,I,Y,1433.224,2.674,8,74.089,7,0.969,2,FIY0010010,0,0,1,0,0,1,0,N
M,A,N,682.78,2.559,4,67.571,3,0.391,2,MAN0000000,0,0,0,0,0,0,0,N
F,B,N,1105.773,2.691,0,89.453,0,0.297,3,FBN0000001,0,0,0,0,0,0,1,N
